Timestamp,OCR_Text
1711623694023,DyslexiaDetect
1711623710374,DyslexiaDetect
1711623728452,DyslexiaDetect
1711623748831,DyslexiaDetect
1711625929445,DyslexiaDetect
1711625936633,DyslexiaDetect
1711625942446,DyslexiaDetect
